flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,ack_count,syn_count,fin_count,urg_count,rst_count,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
45.007360249798765,93,17,40.2178656189062,727.2716828846319,51.236946127771326,121.15345367904543,8,0,0,0,2,3667.9009965357013,67.00659152110177,966.2457754406488,525.3155653927522,252.12083422567352,29875.000665279706,0.07612682673403966,74.87918016948254,86.39121274982566,9.240815771476136,402.85623425442276,99.40220761015222,8.585085215025362,BenignTraffic
114.09064533854895,56,6,83.79879095479622,25.662880847926616,223.33071833413794,155.0810594332178,35,3,4,0,4,962.004935215351,95.54964246661103,214.35167081289558,155.38047733144495,229.20705007466674,28439.68990171434,0.7080761943841201,18.384413831143224,36.837539008803894,33.51954469093232,376.65564192464393,190.30569538272323,5.33385502926917,BenignTraffic
87.86607362318748,48,17,23.1338626609214,347.67912422947836,101.82659015703494,148.53520887708646,18,6,2,0,3,2101.2790523301805,79.59960700811902,404.8148583184631,382.21325806094956,150.1866485916712,37207.4865104168,0.4835288436928303,7.389052500622947,63.8707915142479,17.886473054922135,399.08970668254995,171.0251178715049,5.78252613824594,BenignTraffic
71.87915225522468,72,17,83.0811875232874,820.5199865480404,97.42803140765552,283.8280208221383,0,9,4,1,1,5500.354370898874,63.32610477169581,450.47637433394044,471.0787834498433,42.37441952485786,40818.019315320416,0.8966077467080358,58.1884822352467,55.25587557991781,39.39098995489153,484.7722081221838,73.2774547190449,3.7247281342410923,BenignTraffic
18.806634989048142,92,6,12.121842327296095,9317.16885026611,51.54787169496185,64.37707804682552,9,179,4,0,2,2149.865125492025,47.88474297131611,1264.4144838271254,686.7828193839475,43.46685820117836,7300.399347071787,0.9826973686737116,36.42351469055835,14.6693869834593,29.282713277082667,290.9055774890697,85.99280367094818,5.45156213599029,Mirai-greeth_flood
18.8037429883107,59,1,4.789841179066519,343.8548614278662,181.55213220017356,458.8118868976559,35,2,2,1,2,5485.333801721178,55.74910047403546,748.4792108324887,382.73431159892925,242.4464436085319,1900.6684989868604,0.39971024122415444,28.27033310367885,94.80103475420496,10.806655451469652,117.91949992740167,90.43207813428016,2.187846982111665,BenignTraffic
7.064225098967115,52,1,38.470652087975836,10779.49740847843,379.9535329707616,361.72429691514105,8,128,4,1,1,2392.8303451625993,74.87292864936299,781.5594967177316,739.0604786031886,163.5232801907847,34792.2874632864,0.41602357724340117,80.91388864611633,57.4503380425435,28.69337514799562,432.48272396908715,128.9740960556578,9.60247746714691,Mirai-greeth_flood
103.95451987841473,67,6,3.7695205489187016,774.8965001748887,141.83863683878104,203.71558730203085,44,4,0,0,1,8504.34630781312,83.09007685363082,1408.850265176312,380.280667268908,149.66085066361515,15768.1979925516,0.40855463960352073,37.33233344111279,39.25518790526338,22.808158851502338,373.93805743250414,64.49118854582255,8.203245882909366,BenignTraffic
72.17368990801073,87,1,95.73129927203424,272.2464927643661,159.6128054333292,83.5189515405571,45,9,4,0,3,4032.987581120551,47.46531321111361,991.9202443966017,461.58489444725876,207.36438399460738,31673.211781979728,0.3252295556211952,32.38309600369609,24.231391266976143,13.116018572674335,213.0110730437448,194.15733637627665,7.011757547399663,BenignTraffic
84.99790207774585,68,6,82.63794900981719,648.8369391504597,323.1239555478497,441.5861240122097,41,2,2,0,2,2530.9511968504617,75.97583560264324,1358.1347821737295,647.2142622071008,259.0640591901355,8376.684815049011,0.7819054106686311,85.14877172373203,40.46739712541522,42.86820758279554,242.04905430157672,125.65000191466517,5.843749345159627,BenignTraffic
