duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,su_attempted,count,srv_count,serror_rate,label
0.9385361799537182,udp,http,SF,69.3715930523852,694.3831628779299,0.0,0.0,0,0.0,0.0,0.0,29,13,0.0805648805363342,normal.
6.020242861835042,icmp,ftp,S0,24.977673431057994,20.5914662398973,0.0,0.0,0,0.0,0.0,0.0,481,39,1.0,neptune.
2.6334913870908987,tcp,http,SF,504.06016156651066,439.4025137674879,0.0,0.0,0,0.0,0.0,0.0,71,28,0.02260790710105627,normal.
1.8258851075519065,tcp,http,SF,15.834309227796574,403.9096330852835,0.0,0.0,0,0.0,0.0,0.0,92,89,0.08173053122132368,normal.
0.33924974092469257,tcp,http,S0,92.23712873267357,24.09164649853637,0.0,0.0,1,0.0,0.0,0.0,410,61,1.0,neptune.
0.33919258382921036,tcp,smtp,SF,26.18245645479558,518.7120948000808,0.0,0.0,2,0.0,0.0,0.0,92,16,0.009536092127300356,normal.
0.11967753721736135,tcp,domain_u,SF,38.31695005820019,223.41849910348589,0.0,0.0,0,0.0,0.0,0.0,6,2,0.04500586394262253,normal.
4.022461728959879,tcp,http,REJ,85.93041439155358,393.69349815024015,0.0,0.0,0,0.0,0.0,0.0,29,82,0.033745427896422896,normal.
1.838164307254529,tcp,http,SF,185.7839496628764,34.83182294452133,0.0,0.0,0,0.0,0.0,0.0,58,17,0.08706884554574394,normal.
2.4625001234091806,udp,smtp,SF,276.82805193351834,185.8991225224082,0.0,0.0,0,0.0,0.0,0.0,17,30,0.008352491468001877,normal.
0.041598615998277244,icmp,http,S0,11.74058966304354,11.503854680351617,0.0,0.0,0,0.0,0.0,0.0,368,13,1.0,neptune.
7.007114950316624,tcp,ftp,S0,71.36098021430777,4.876916662401961,0.0,0.0,1,0.0,0.0,0.0,296,96,1.0,neptune.
3.57285908670935,udp,ftp,REJ,234.97840196381128,183.32171957729147,0.0,0.0,1,0.0,0.0,0.0,95,93,0.005129384898121559,normal.
0.477375250497894,udp,domain_u,SF,10.121775177149008,773.47736782077,0.0,0.0,0,0.0,0.0,0.0,3,94,0.04925353807142893,normal.
0.4013579774993267,icmp,http,SF,74.76751461495535,216.89323359874768,0.0,0.0,0,0.0,0.0,0.0,21,82,0.044210703467972005,normal.
0.4052228456645141,tcp,smtp,SF,54.48449700502721,134.94009025930492,0.0,0.0,0,0.0,0.0,0.0,64,13,0.03344011789887487,normal.
0.7255074589209543,icmp,ftp,S0,82.64396595309444,112.02239648472921,0.0,0.0,0,0.0,0.0,0.0,90,43,0.03945723153189238,normal.
1.487855661721709,tcp,smtp,REJ,25.221479048497205,36.094911973219524,0.0,0.0,0,0.0,0.0,0.0,36,85,0.052994058693023295,normal.
1.1310741335606733,udp,smtp,SF,12.992615684255176,106.40032637180695,0.0,0.0,0,0.0,0.0,0.0,86,94,0.016136735838838314,normal.
0.688445985107883,udp,ftp,SF,8.05983894912669,279.36710414401097,0.0,0.0,0,0.0,0.0,0.0,62,21,0.05719958782835928,normal.
1.8927417477995974,udp,smtp,SF,144.94928947053026,77.25925008415632,0.0,0.0,0,0.0,0.0,0.0,42,55,0.08054323292999864,normal.
0.30046905745467734,udp,ftp,REJ,164.68740081659973,457.5473061330166,0.0,0.0,0,0.0,0.0,0.0,76,81,0.0760160929790159,normal.
0.6910310240048045,icmp,smtp,SF,73.89796933289168,199.13093054190531,0.0,0.0,1,0.0,0.0,0.0,42,40,0.01538999046937737,normal.
0.9125544364416941,tcp,ftp,REJ,32.00370413475771,238.76245049232784,0.0,0.0,0,0.0,0.0,0.0,61,83,0.014924946974147391,normal.
1.21786937571955,tcp,http,SF,10.772042351115822,562.8392876737408,0.0,0.0,0,0.0,0.0,0.0,13,15,0.026817436774491332,normal.
3.075872022061824,icmp,domain_u,SF,95.90378626578058,67.3475719524209,0.0,0.0,0,0.0,0.0,0.0,11,73,0.03610747263410372,normal.
0.4454717242573806,tcp,ftp,SF,18.159988086865354,399.04367788433404,0.0,0.0,0,0.0,0.0,0.0,54,52,0.04084555814084826,normal.
1.4440583100662554,udp,ftp,SF,26.808027472971855,83.11996486776572,0.0,0.0,0,0.0,0.0,0.0,16,74,0.06796972168333452,normal.
1.7950094426195211,tcp,domain_u,SF,30.369412084389815,246.9711987870701,0.0,0.0,0,0.0,0.0,0.0,8,95,0.00566804321658354,normal.
0.09512769951281709,udp,ftp,SF,44.81149871814072,56.33651894891591,0.0,0.0,0,0.0,0.0,0.0,59,53,0.0034672704226066386,normal.
1.8706660412992202,icmp,ftp,S0,25.55823446006792,37.86185971455238,0.0,0.0,0,0.0,0.0,0.0,353,87,1.0,neptune.
0.37392250395483284,tcp,smtp,SF,56.455841770639005,170.34011561998446,0.0,0.0,1,0.0,0.0,0.0,40,52,0.06971636921379805,normal.
0.13452786175860848,icmp,domain_u,SF,29.31741474895382,8.77757279130069,0.0,0.0,0,0.0,0.0,0.0,59,30,0.01934353429564826,normal.
5.947375587013862,tcp,http,SF,110.0982407383314,95.16372552049607,0.0,0.0,0,0.0,0.0,0.0,2,33,0.06415044812562518,normal.
6.741260684922345,udp,ftp,REJ,153.09565375546038,13.3355645352027,0.0,0.0,0,0.0,0.0,0.0,94,57,0.025982813794029946,normal.
3.3046631456257534,icmp,domain_u,S0,60.85796314480345,477.6370103675655,0.0,0.0,0,0.0,0.0,0.0,94,52,0.08860861088135163,normal.
